ID,Loan_Amount,Grade,Interest_Rate,Default_Prob
139811303,11000,A,0.08460000000000001,0.206307122672881
140816679,20000,A,0.08460000000000001,0.206308352450463
140497164,35000,A,0.08460000000000001,0.206324196055424
140400115,40000,A,0.08460000000000001,0.206332704094205
140408809,5000,A,0.08460000000000001,0.206355312078908
138538218,10000,A,0.08460000000000001,0.206358425603398
140652615,10000,A,0.08460000000000001,0.206360286384499
139794168,6000,A,0.08460000000000001,0.206387440924107
139727200,10000,A,0.08460000000000001,0.206409150482962
140837651,35000,A,0.08460000000000001,0.206420496654226
139719494,12000,A,0.08460000000000001,0.20642166208682
140920804,15000,A,0.08460000000000001,0.206435837552315
139804043,7500,A,0.08460000000000001,0.206443400793044
140949087,40000,A,0.08460000000000001,0.206455218969777
140496569,18000,A,0.08460000000000001,0.20645552903576
140060243,20000,A,0.08460000000000001,0.206468732627626
140605676,20000,A,0.08460000000000001,0.206471315733805
140955062,12000,A,0.08460000000000001,0.206488362654942
140818939,4500,A,0.08460000000000001,0.206496986543749
140405344,20000,A,0.08460000000000001,0.2064999063837
139638365,40000,A,0.08460000000000001,0.206505113492183
140424757,40000,A,0.08460000000000001,0.206506032635064
