id,loan_amnt,int_rate,estimated_default_prob,expected_profit
139928009,40000,7.84,0.163076856409177,2624.590978300821
139603812,20000,7.84,0.178543838708462,1288.0432609051315
138225720,32175,7.84,0.178707107816394,2071.72774639099
139686382,11800,7.84,0.178995411140112,759.5277652460596
139692373,40000,7.84,0.179615631087157,2572.7253809106755
139759255,40000,7.84,0.179709436827597,2572.4312061086557
140851137,40000,7.84,0.17986675389749,2571.9378597774717
140329592,20000,7.84,0.179966602520429,1285.8123672479674
140220484,30000,7.84,0.180216245084671,1928.131391560854
140120465,40000,7.84,0.180383223296594,2570.318211741881
139709089,25000,7.84,0.180503826869364,1606.2124993360467
139119855,10000,7.84,0.1805146781163,642.4764923568207
140977923,40000,7.84,0.180537482264285,2569.8344556192023
140884168,13000,7.84,0.180632298058394,835.0995618188849
140801111,40000,7.84,0.180645208535315,2569.496626033252
140743289,32000,7.84,0.180777244852145,2055.2660481149387
140500649,15000,7.84,0.180841852393376,963.3299815853898
140592939,16000,7.84,0.181003903994163,1027.348702829722
139802851,35000,7.84,0.181013317825466,2247.2994558869214
140329658,18000,7.84,0.181137775543118,1155.5783711535519
140479283,35000,7.84,0.18125237257116,2246.643489664737
139639157,15000,7.84,0.181394157646226,962.6804706080381
140107857,14000,7.84,0.181419589487325,898.4738585787121
140833023,30000,7.84,0.181447020668339,1925.236607388067
140850875,25000,7.84,0.181544043261651,1604.173675207164
140825440,35000,7.84,0.181590601744874,2245.715388812066
139672032,16000,7.84,0.181638776209571,1026.5523191227142
138057883,14000,7.84,0.181773289863108,898.0856370462526
138437889,40000,7.84,0.181775480199071,2565.9520940957136
138568414,30000,7.84,0.181889882131435,1924.1949972268649
140138607,40000,7.84,0.181946026763991,2565.4172600681245
140765605,16975,7.84,0.181977974363914,1088.6564325975285
140704939,12000,7.84,0.181990088166718,769.5837250527517
140374596,16000,7.84,0.18200195833225,1026.0967434680258
140624850,40000,7.84,0.182011965050989,2565.2104776000983
140828986,15000,7.84,0.182079807850755,961.874145967512
139658069,25000,7.84,0.18208394925108,1603.1154594678833
140804311,40000,7.84,0.182116116415139,2564.883858922124
139795077,15000,7.84,0.182141002737012,961.8021807812738
140725721,18000,7.84,0.182218842590815,1154.052769335842
140497069,15000,7.84,0.182240582844371,961.6850745750197
140282984,30000,7.84,0.182244742640738,1923.3603653089842
140348541,40000,7.84,0.182258338099016,2564.437851721486
139509239,40000,7.84,0.182273202945622,2564.3912355625293
139685890,35000,7.84,0.182300023084462,2243.7687366562363
139146574,24000,7.84,0.182333080252761,1538.522076196405
140081373,20000,7.84,0.182457938360756,1281.9059526503347
138151724,40000,7.84,0.18246427398071,2563.7920367964934
140318732,20000,7.84,0.182469071762183,1281.888495476897
140840377,21000,7.84,0.182474379750478,1345.974181178813
139686945,35000,7.84,0.182508201054967,2243.1974963051707
140997372,40000,7.84,0.182556613366108,2563.502460483885
140762771,18000,7.84,0.18255670183855,1153.5759823654382
140203820,40000,7.84,0.182584006185934,2563.4165566009106
140701963,35000,7.84,0.182601103657268,2242.9425715644566
139631729,20000,7.84,0.182614156173342,1281.6610031201997
140626440,32000,7.84,0.182680365319953,2050.491499485302
140341522,30000,7.84,0.182691278410535,1922.3101131784217
139606104,25000,7.84,0.182712247381998,1601.8839951312839
139980478,25000,7.84,0.182723741774762,1601.8614661214665
140676642,34500,7.84,0.182743679239144,2210.514896393963
139993650,29000,7.84,0.182791564458399,1858.0050990473837
139721869,40000,7.84,0.182799694170052,2562.7401590827167
140251802,40000,7.84,0.182801172557463,2562.735522859796
139970361,20000,7.84,0.182820463521225,1281.3375131987193
140170187,35000,7.84,0.182888676483664,2242.153471728826
139507117,40000,7.84,0.182922626726726,2562.3546425849872
139836652,25000,7.84,0.182933922685921,1601.4495115355949
139922129,20000,7.84,0.18294626926804,1281.1402497877132
140842286,37000,7.84,0.182986545273255,2369.9926294713423
140409835,35000,7.84,0.183006806186677,2241.8293238237584
140312156,39000,7.84,0.183049218210978,2497.9087103981137
140820406,20000,7.84,0.183087363255352,1280.919014415608
140749373,25000,7.84,0.183143086322586,1601.0395508077313
139482145,40000,7.84,0.183187834097492,2561.5229522702653
139876952,19200,7.84,0.183199470868493,1229.5135004910749
139028620,40000,7.84,0.183202267314746,2561.4776897009565
140828844,20000,7.84,0.183205762589175,1280.7333642601736
140377068,40000,7.84,0.183220794315701,2561.4195890259616
140214484,35000,7.84,0.18328924990362,2241.0542982644665
139509608,34500,7.84,0.183300227906651,2209.0095435580906
140499855,20000,7.84,0.18330921708376,1280.5711476126644
140009055,26500,7.84,0.183321427595498,1696.7314020275933
139655744,21000,7.84,0.183325522655783,1344.572859499519
139338857,40000,7.84,0.183329670750035,2561.0781525278903
139675672,25000,7.84,0.183376087990857,1600.5828675379203
140247520,27225,7.84,0.183385273072428,1743.0151377432867
140410586,35000,7.84,0.183415610502105,2240.707564782224
139757260,35000,7.84,0.183419084514334,2240.6980320926677
140017926,40000,7.84,0.183509818298203,2560.5132098168356
140383521,40000,7.84,0.18351850264522,2560.48597570459
140294196,30000,7.84,0.183524738451903,1920.3498151611243
139701548,30000,7.84,0.183527182168099,1920.344067540631
140999671,40000,7.84,0.18353938762086,2560.420480420983
138443473,36000,7.84,0.183559070927393,2304.322878214526
139326264,40000,7.84,0.183574744442561,2560.3096014281286
139100168,18000,7.84,0.18358619170411,1152.12316626716
140690310,40000,7.84,0.183606533354839,2560.209911399225
140222887,20000,7.84,0.183646099665795,1280.0429157240335
140364164,38000,7.84,0.183647770006472,2432.076563596718
